# BCCWJ 短単位語彙表 ver1.0 (NINJAL, doi:10.15084/00003218) — palavras de conteúdo por lema UniDic,
# ordenadas pelo registro coloquial: Yahoo!知恵袋 (OC) + Yahoo!ブログ (OY), pmw somado.
# rank	lemma	lForm	pos	coloquial_pmw	geral_pmw
458	量	リョウ	名詞-普通名詞-一般	255.673	181.470
459	タイプ	タイプ	名詞-普通名詞-一般	254.810	90.945
460	元気	ゲンキ	名詞-普通名詞-形状詞可能	254.545	76.377
461	是非	ゼヒ	副詞	254.025	75.679
462	如何	イカガ	形状詞-一般	252.811	58.463
463	力	チカラ	名詞-普通名詞-一般	252.185	193.352
464	発売	ハツバイ	名詞-普通名詞-サ変可能	251.979	51.801
465	打つ	ウツ	動詞-一般	251.886	120.607
466	夏	ナツ	名詞-普通名詞-副詞可能	251.269	90.917
467	全部	ゼンブ	名詞-普通名詞-副詞可能	251.100	93.708
468	払う	ハラウ	動詞-一般	250.488	73.911
469	見付ける	ミツケル	動詞-一般	250.464	88.555
470	監督	カントク	名詞-普通名詞-サ変可能	250.313	96.126
471	動く	ウゴク	動詞-一般	248.504	119.470
472	意見	イケン	名詞-普通名詞-サ変可能	248.237	138.588
473	更新	コウシン	名詞-普通名詞-サ変可能	248.132	42.385
474	猫	ネコ	名詞-普通名詞-一般	247.855	67.267
475	コメント	コメント	名詞-普通名詞-サ変可能	247.716	37.605
476	格好	カッコウ	名詞-普通名詞-一般	247.512	61.484
477	姿	スガタ	名詞-普通名詞-一般	247.379	194.289
478	既に	スデニ	副詞	247.313	190.761
479	ホテル	ホテル	名詞-普通名詞-一般	247.173	100.399
480	天気	テンキ	名詞-普通名詞-一般	247.081	36.726
481	オーケー	オーケー	名詞-普通名詞-サ変可能	246.877	45.033
482	外	ソト	名詞-普通名詞-一般	246.864	125.023
483	周り	マワリ	名詞-普通名詞-一般	246.807	82.160
484	変	ヘン	名詞-普通名詞-形状詞可能	245.847	55.366
485	チーム	チーム	名詞-普通名詞-一般	244.882	80.966
486	本日	ホンジツ	名詞-普通名詞-副詞可能	244.862	33.686
487	サイズ	サイズ	名詞-普通名詞-一般	244.844	57.833
488	夢	ユメ	名詞-普通名詞-一般	244.374	112.434
489	練習	レンシュウ	名詞-普通名詞-サ変可能	243.858	65.222
490	死ぬ	シヌ	動詞-一般	243.707	153.720
491	区	ク	名詞-普通名詞-一般	243.059	173.287
492	無料	ムリョウ	名詞-普通名詞-一般	242.922	81.807
493	覚える	オボエル	動詞-一般	242.267	108.199
494	木	キ	名詞-普通名詞-一般	242.181	148.462
495	妊娠	ニンシン	名詞-普通名詞-サ変可能	242.070	44.249
496	自然	シゼン	名詞-普通名詞-一般	241.841	222.297
497	急度	キット	副詞	241.771	73.337
498	そんな	ソンナ	形状詞-一般	241.767	62.354
499	番号	バンゴウ	名詞-普通名詞-一般	240.730	75.240
500	形	カタチ	名詞-普通名詞-一般	240.571	204.402
501	息子	ムスコ	名詞-普通名詞-一般	240.249	82.007
502	見せる	ミセル	動詞-非自立可能	239.741	155.498
503	午後	ゴゴ	名詞-普通名詞-副詞可能	239.085	171.012
504	犬	イヌ	名詞-普通名詞-一般	237.892	81.205
505	休み	ヤスミ	名詞-普通名詞-一般	237.701	38.275
506	勝つ	カツ	動詞-一般	237.613	58.913
507	幸せ	シアワセ	名詞-普通名詞-形状詞可能	236.891	56.905
508	彼氏	カレシ	名詞-普通名詞-一般	236.245	25.762
509	大切	タイセツ	形状詞-一般	235.286	123.905
510	決まる	キマル	動詞-一般	235.189	90.381
511	近い	チカイ	形容詞-一般	234.137	109.308
512	差	サ	名詞-普通名詞-一般	234.084	81.931
513	変更	ヘンコウ	名詞-普通名詞-サ変可能	234.016	110.436
514	チェック	チェック	名詞-普通名詞-サ変可能	233.988	73.557
515	所為	セイ	名詞-普通名詞-一般	233.927	80.134
516	似る	ニル	動詞-一般	233.734	88.785
517	悩む	ナヤム	動詞-一般	233.016	45.616
518	着る	キル	動詞-一般	232.803	80.956
519	ワン	ワン	名詞-普通名詞-一般	232.432	69.867
520	ファイル	ファイル	名詞-普通名詞-サ変可能	231.209	77.496
521	版	ハン	名詞-普通名詞-助数詞可能	231.003	62.966
522	答える	コタエル	動詞-一般	230.960	184.194
523	局	キョク	名詞-普通名詞-助数詞可能	230.431	160.545
524	役	ヤク	名詞-普通名詞-一般	229.179	130.032
525	十分	ジュウブン	形状詞-一般	228.883	184.902
526	影響	エイキョウ	名詞-普通名詞-サ変可能	228.785	179.596
527	合わせる	アワセル	動詞-一般	228.709	144.467
528	気分	キブン	名詞-普通名詞-一般	226.676	80.669
529	以下	イカ	名詞-普通名詞-一般	226.339	181.040
530	気付く	キヅク	動詞-一般	225.945	109.433
531	残念	ザンネン	形状詞-一般	225.674	54.191
532	存在	ソンザイ	名詞-普通名詞-サ変可能	225.342	230.489
533	神	カミ	名詞-普通名詞-一般	225.171	152.697
534	理解	リカイ	名詞-普通名詞-サ変可能	224.392	179.300
535	笑う	ワラウ	動詞-一般	223.845	124.067
536	大事	ダイジ	形状詞-一般	223.781	84.235
537	薬	クスリ	名詞-普通名詞-一般	223.674	57.517
538	センター	センター	名詞-普通名詞-一般	223.670	197.529
539	疲れる	ツカレル	動詞-一般	223.212	50.816
540	久しい	ヒサシイ	形容詞-一般	223.032	40.320
541	期間	キカン	名詞-普通名詞-一般	222.678	167.227
542	向かう	ムカウ	動詞-一般	222.616	165.650
543	交換	コウカン	名詞-普通名詞-サ変可能	222.417	74.494
544	海外	カイガイ	名詞-普通名詞-一般	222.265	84.435
545	英語	エイゴ	名詞-普通名詞-一般	222.129	77.887
546	関する	カンスル	動詞-一般	222.012	365.071
547	種類	シュルイ	名詞-普通名詞-一般	221.965	118.686
548	乗せる	ノセル	動詞-一般	221.823	81.501
549	其々	ソレゾレ	名詞-普通名詞-副詞可能	221.257	195.990
550	初	ハツ	名詞-普通名詞-一般	221.174	63.377
551	暫く	シバラク	副詞	220.972	93.239
552	運転	ウンテン	名詞-普通名詞-サ変可能	220.905	96.021
553	様子	ヨウス	名詞-普通名詞-一般	220.438	107.052
554	積り	ツモリ	名詞-普通名詞-一般	219.696	106.469
555	値段	ネダン	名詞-普通名詞-一般	219.585	39.622
556	優しい	ヤサシイ	形容詞-一般	219.268	80.765
557	率	リツ	名詞-普通名詞-一般	219.085	187.960
558	暑い	アツイ	形容詞-一般	217.740	40.617
559	汗	アセ	名詞-普通名詞-一般	217.645	46.878
560	運動	ウンドウ	名詞-普通名詞-サ変可能	217.057	172.828
561	泣く	ナク	動詞-一般	216.253	67.592
562	郵便	ユウビン	名詞-普通名詞-一般	216.096	51.935
563	今後	コンゴ	名詞-普通名詞-副詞可能	216.022	139.620
564	過去	カコ	名詞-普通名詞-副詞可能	215.990	90.572
565	思い	オモイ	名詞-普通名詞-一般	215.739	121.257
566	有名	ユウメイ	形状詞-一般	215.131	72.467
567	女の子	オンナノコ	名詞-普通名詞-一般	214.464	61.914
568	ポイント	ポイント	名詞-普通名詞-助数詞可能	214.384	104.376
569	伝える	ツタエル	動詞-一般	214.301	113.266
570	遅い	オソイ	形容詞-一般	214.191	56.781
571	偶に	タマニ	副詞	213.529	33.237
572	生まれる	ウマレル	動詞-一般	213.134	144.543
573	発表	ハッピョウ	名詞-普通名詞-サ変可能	212.984	95.897
574	活動	カツドウ	名詞-普通名詞-サ変可能	212.692	300.538
575	普段	フダン	名詞-普通名詞-副詞可能	212.521	50.051
576	席	セキ	名詞-普通名詞-一般	212.383	82.677
577	株	カブ	名詞-普通名詞-助数詞可能	212.343	57.966
578	距離	キョリ	名詞-普通名詞-一般	212.013	80.822
579	当然	トウゼン	形状詞-一般	211.763	126.935
580	電車	デンシャ	名詞-普通名詞-一般	211.320	45.654
581	酷い	ヒドイ	形容詞-一般	211.158	80.449
582	出掛ける	デカケル	動詞-一般	210.951	69.915
583	予想	ヨソウ	名詞-普通名詞-サ変可能	210.626	69.542
584	発送	ハッソウ	名詞-普通名詞-サ変可能	210.407	25.351
585	法	ホウ	名詞-普通名詞-一般	210.392	403.470
586	開ける	アケル	動詞-一般	210.094	107.148
587	金額	キンガク	名詞-普通名詞-一般	210.088	85.630
588	ライブ	ライブ	名詞-普通名詞-一般	210.014	29.499
589	本人	ホンニン	名詞-普通名詞-一般	209.970	81.185
590	人生	ジンセイ	名詞-普通名詞-一般	209.656	104.490
591	地域	チイキ	名詞-普通名詞-一般	209.360	379.037
592	出演	シュツエン	名詞-普通名詞-サ変可能	209.293	41.534
593	管理	カンリ	名詞-普通名詞-サ変可能	209.143	211.581
594	企業	キギョウ	名詞-普通名詞-一般	208.876	350.456
595	興味	キョウミ	名詞-普通名詞-一般	208.804	78.662
596	過ごす	スゴス	動詞-一般	208.698	68.931
597	契約	ケイヤク	名詞-普通名詞-サ変可能	208.625	129.946
598	病気	ビョウキ	名詞-普通名詞-サ変可能	208.128	89.282
599	大人	オトナ	名詞-普通名詞-一般	207.433	81.491
600	咲く	サク	動詞-一般	207.427	44.201
601	検査	ケンサ	名詞-普通名詞-サ変可能	207.306	107.540
602	軽い	カルイ	形容詞-一般	207.086	78.088
603	ＨＰ	エイチピー	名詞-普通名詞-一般	206.841	26.660
604	非常	ヒジョウ	形状詞-一般	206.779	168.737
605	自身	ジシン	名詞-普通名詞-副詞可能	205.152	161.606
606	アドレス	アドレス	名詞-普通名詞-一般	205.083	35.283
607	サービス	サービス	名詞-普通名詞-サ変可能	204.224	159.035
608	ママ	ママ	名詞-普通名詞-一般	204.112	51.543
609	社	シャ	名詞-普通名詞-助数詞可能	204.016	166.854
610	仕様	シヨウ	名詞-普通名詞-一般	203.393	58.741
611	機能	キノウ	名詞-普通名詞-サ変可能	203.253	181.135
612	新聞	シンブン	名詞-普通名詞-一般	202.670	133.617
613	御腹	オナカ	名詞-普通名詞-一般	202.640	38.265
614	押す	オス	動詞-一般	202.478	77.390
615	希望	キボウ	名詞-普通名詞-サ変可能	201.912	86.701
616	存知	ゾンジ	名詞-普通名詞-一般	201.894	26.354
617	ＴＶ	ティーブイ	名詞-普通名詞-一般	200.842	28.362
618	互い	タガイ	名詞-普通名詞-一般	200.819	87.485
619	張る	ハル	動詞-一般	200.641	63.511
620	勝手	カッテ	名詞-普通名詞-形状詞可能	200.351	52.976
621	最終	サイシュウ	名詞-普通名詞-一般	199.986	77.926
622	完全	カンゼン	形状詞-一般	199.636	101.441
623	データ	データ	名詞-普通名詞-一般	199.411	126.276
624	可笑しい	オカシイ	形容詞-一般	199.359	60.413
625	イン	イン	名詞-普通名詞-一般	199.288	56.045
626	誕生	タンジョウ	名詞-普通名詞-サ変可能	199.216	61.838
627	焼く	ヤク	動詞-一般	198.940	55.366
628	事件	ジケン	名詞-普通名詞-一般	198.546	202.538
629	者	モノ	名詞-普通名詞-一般	198.254	334.176
630	画面	ガメン	名詞-普通名詞-一般	197.952	62.411
631	スーパー	スーパー	名詞-普通名詞-一般	197.571	42.528
632	環境	カンキョウ	名詞-普通名詞-一般	197.350	293.321
633	ニュース	ニュース	名詞-普通名詞-一般	197.081	48.484
634	進む	ススム	動詞-一般	196.910	143.119
635	御免	ゴメン	名詞-普通名詞-一般	196.703	41.486
636	レベル	レベル	名詞-普通名詞-一般	196.565	82.266
637	行動	コウドウ	名詞-普通名詞-サ変可能	196.154	152.066
638	判断	ハンダン	名詞-普通名詞-サ変可能	196.068	132.623
639	午前	ゴゼン	名詞-普通名詞-副詞可能	194.984	130.357
640	セット	セット	名詞-普通名詞-サ変可能	194.944	49.870
641	直す	ナオス	動詞-非自立可能	193.828	54.181
642	右	ミギ	名詞-普通名詞-一般	193.818	101.986
643	桜	サクラ	名詞-普通名詞-一般	193.495	43.092
644	登場	トウジョウ	名詞-普通名詞-サ変可能	192.933	81.157
645	流石	サスガ	副詞	192.677	49.516
646	素敵	ステキ	形状詞-一般	192.597	36.478
647	昼	ヒル	名詞-普通名詞-副詞可能	192.436	41.228
648	公園	コウエン	名詞-普通名詞-一般	192.339	93.861
649	期	キ	名詞-普通名詞-助数詞可能	192.326	165.965
650	ＩＤ	アイディー	名詞-普通名詞-一般	191.965	23.296
651	我が家	ワガヤ	名詞-普通名詞-一般	191.269	31.335
652	比べる	クラベル	動詞-一般	191.034	128.283
653	代表	ダイヒョウ	名詞-普通名詞-サ変可能	190.887	128.751
654	ショップ	ショップ	名詞-普通名詞-一般	189.689	40.215
655	びっくり	ビックリ	名詞-普通名詞-サ変可能	189.520	45.817
656	安心	アンシン	名詞-普通名詞-サ変形状詞可能	189.458	67.134
657	野菜	ヤサイ	名詞-普通名詞-一般	189.060	66.063
658	どうぞ	ドウゾ	副詞	188.158	40.511
659	ラーメン	ラーメン	名詞-普通名詞-一般	187.462	26.154
660	料金	リョウキン	名詞-普通名詞-一般	187.302	57.785
661	思い出す	オモイダス	動詞-一般	187.228	87.934
662	間違い	マチガイ	名詞-普通名詞-一般	187.182	75.393
663	野球	ヤキュウ	名詞-普通名詞-一般	186.064	45.654
664	年間	ネンカン	名詞-普通名詞-助数詞可能	185.805	154.819
665	求める	モトメル	動詞-一般	184.944	198.810
666	守る	マモル	動詞-一般	184.873	116.956
667	夫	オット	名詞-普通名詞-一般	184.310	104.911
668	治療	チリョウ	名詞-普通名詞-サ変可能	184.188	107.387
669	事故	ジコ	名詞-普通名詞-一般	184.031	111.297
670	兎に角	トニカク	副詞	183.962	73.825
671	大体	ダイタイ	名詞-普通名詞-副詞可能	183.819	57.297
672	風呂	フロ	名詞-普通名詞-一般	183.754	40.081
673	健康	ケンコウ	名詞-普通名詞-形状詞可能	183.492	174.501
674	直る	ナオル	動詞-一般	183.380	33.524
675	自由	ジユウ	名詞-普通名詞-形状詞可能	183.065	185.705
676	冬	フユ	名詞-普通名詞-副詞可能	182.976	60.911
677	責任	セキニン	名詞-普通名詞-一般	182.714	143.606
678	更に	サラニ	副詞	182.458	190.503
679	記念	キネン	名詞-普通名詞-サ変可能	181.409	63.042
680	与える	アタエル	動詞-一般	181.332	198.533
681	マン	マン	名詞-普通名詞-一般	181.133	48.302
682	ボール	ボール	名詞-普通名詞-一般	181.052	69.093
683	イメージ	イメージ	名詞-普通名詞-サ変可能	181.028	88.125
684	限り	カギリ	名詞-普通名詞-副詞可能	180.508	105.093
685	営業	エイギョウ	名詞-普通名詞-サ変可能	180.432	73.165
686	インターネット	インターネット	名詞-普通名詞-一般	180.359	62.545
687	移動	イドウ	名詞-普通名詞-サ変可能	180.220	83.546
688	春	ハル	名詞-普通名詞-副詞可能	179.968	71.779
689	嫌い	キライ	名詞-普通名詞-形状詞可能	179.879	40.425
690	多く	オオク	名詞-普通名詞-副詞可能	179.863	198.466
691	ゆっくり	ユックリ	副詞	179.673	78.538
692	中心	チュウシン	名詞-普通名詞-一般	179.451	199.881
693	実家	ジッカ	名詞-普通名詞-一般	179.221	30.312
694	越える	コエル	動詞-一般	179.215	130.883
695	横	ヨコ	名詞-普通名詞-一般	178.816	82.323
696	降る	フル	動詞-一般	178.776	46.247
697	甘い	アマイ	形容詞-一般	178.598	48.321
698	愛	アイ	名詞-普通名詞-一般	178.515	69.514
699	公開	コウカイ	名詞-普通名詞-サ変可能	178.441	63.597
700	略	ホボ	副詞	178.376	89.129
701	センチメートル	センチメートル	名詞-普通名詞-助数詞可能	178.257	86.605
702	経済	ケイザイ	名詞-普通名詞-一般	178.141	317.849
703	自体	ジタイ	名詞-普通名詞-一般	177.952	74.437
704	連れる	ツレル	動詞-一般	177.851	98.229
705	件	ケン	名詞-普通名詞-助数詞可能	177.848	113.868
706	応援	オウエン	名詞-普通名詞-サ変可能	177.164	35.780
707	ランキング	ランキング	名詞-普通名詞-サ変可能	177.149	20.409
708	プロ	プロ	名詞-普通名詞-一般	176.995	56.810
709	作業	サギョウ	名詞-普通名詞-サ変可能	176.964	128.646
710	家庭	カテイ	名詞-普通名詞-一般	176.711	127.193
711	当時	トウジ	名詞-普通名詞-副詞可能	176.670	167.332
712	姉	アネ	名詞-普通名詞-一般	176.621	63.348
713	目的	モクテキ	名詞-普通名詞-一般	176.615	194.384
714	楽	ラク	名詞-普通名詞-形状詞可能	176.331	46.926
715	保存	ホゾン	名詞-普通名詞-サ変可能	176.057	72.458
716	精神	セイシン	名詞-普通名詞-一般	175.974	143.903
717	酢	ス	名詞-普通名詞-一般	175.915	29.251
718	回る	マワル	動詞-非自立可能	175.682	82.256
719	ＣＭ	シーエム	名詞-普通名詞-一般	175.535	24.787
720	種	シュ	名詞-普通名詞-助数詞可能	175.371	117.491
721	酒	サケ	名詞-普通名詞-一般	174.973	81.902
722	味噌	ミソ	名詞-普通名詞-一般	174.968	37.032
723	歯	ハ	名詞-普通名詞-一般	174.920	54.573
724	海	ウミ	名詞-普通名詞-一般	174.918	103.353
725	自己	ジコ	名詞-普通名詞-一般	174.900	124.450
726	空	ソラ	名詞-普通名詞-一般	174.651	84.531
727	アドバイス	アドバイス	名詞-普通名詞-サ変可能	174.355	32.807
